preco_imov;id_imov;cidade;endereco;titulo_imov;vaga;banheiro;condominio;iptu_mes;metros;valor_m2;bairro
R$ 360.000; 1DCMJVD;São Paulo;Rua Mirandinha;Apartamento à venda em Penha com 58 m², 2 quartos, 1 vaga;1;1;R$ 625; R$ 25,00 ;58;R$ 6.207;   Penha       
R$ 662.000; ZY7503;São Paulo;Rua Doutor Bacelar;Apartamento à venda em Bosque da Saúde com 81 m², 2 quartos, 1 vaga;1;2;R$ 1.250; R$ 24,83 ;81;R$ 8.173;   Bosque da Saúde         
R$ 372.955; 1YUJ3DM;São Paulo;Rua Rocha;Apartamento à venda em Bela Vista com 61 m², 1 quarto, 1 vaga;1;1;R$ 650; R$ 133,33 ;61;R$ 6.114;   Bela Vista         
R$ 280.000; L4C20Z;São Paulo;Avenida dos Ourives;Apartamento à venda em Sacomã com 61 m², 3 quartos, 1 vaga;1;1;R$ 460; R$ -   ;61;R$ 4.590;Sacomã
R$ 798.000; 1KH05BE;São Paulo;Alameda Eduardo Prado;Apartamento à venda em Santa Cecília com 116 m², 2 quartos, 1 suíte;2;2;R$ 1.150; R$ 41,67 ;116;R$ 6.879;   Santa Cecília       
R$ 319.200; L3TPI6;São Paulo;Rua Antônio de Godói;Apartamento à venda em República com 36 m², 1 quarto, 1 suíte;0;1;R$ 250; R$ 66,67 ;36;R$ 8.867;   República         
R$ 890.000; 1POUYUG;São Paulo;Rua Croata;Apartamento à venda em Vila Romana com 93 m², 3 quartos, 1 suíte, 2 vagas;2;4;R$ 818; R$ 26,00 ;93;R$ 9.570;   Vila Romana         
R$ 699.000; GDVVHY;São Paulo;Alameda Olga;Apartamento à venda em Perdizes com 51 m², 1 quarto, 2 vagas;2;2;R$ 750; R$ -   ;51;R$ 13.706;   Perdizes       
R$ 252.256; MIZJ2H;São Paulo;Rua Dona Vitu Giorgi;Apartamento à venda em Morumbi com 47 m², 2 quartos, 1 vaga;1;1;R$ 400; R$ -   ;47;R$ 5.367;   Morumbi       
R$ 590.000; F59TUZ;São Paulo;Rua Aureliano Coutinho;Apartamento à venda em Campos Elísios com 64 m², 2 quartos;0;1;R$ 540; R$ -   ;64;R$ 9.219;   Campos Elísios     
R$ 700.000; 101IK73;São Paulo;Rua Mourato Coelho;Apartamento à venda em Vila Madalena com 80 m², 2 quartos, 1 vaga;1;1;R$ 880; R$ 9,83 ;80;R$ 8.750;   Vila Madalena         
R$ 1.250.000; 15O34VJ;São Paulo;Rua Itapicuru;Apartamento à venda em Perdizes com 93 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 1.450; R$ 125,00 ;93;R$ 13.441;   Perdizes       
R$ 1.250.000; 1UFFLVF;São Paulo;Rua Faustolo;Apartamento à venda em Lapa com 140 m², 2 quartos, 1 suíte, 2 vagas;2;3;R$ 1.686; R$ 62,25 ;140;R$ 8.929;   Lapa         
R$ 274.000; JUED16;São Paulo;Avenida Parada Pinto;Apartamento à venda em Mandaqui com 49 m², 2 quartos, 1 vaga;1;1;R$ 480; R$ 5,92 ;49;R$ 5.592;   Mandaqui       
R$ 330.000; OJKF5N;São Paulo;Rua Léo de Morais;Apartamento à venda em Sacomã com 50 m², 2 quartos, 1 vaga;1;1;R$ 465; R$ 2,00 ;50;R$ 6.600;Sacomã
R$ 350.000; R9V64P;São Paulo;Rua Guaraja;Apartamento à venda em Tucuruvi com 55 m², 2 quartos, 1 vaga;1;1;R$ 461; R$ -   ;55;R$ 6.364;   Tucuruvi         
R$ 590.000; 1PL0YZQ;São Paulo;Rua Benvinda Apparecida de Abreu Leme;Apartamento à venda em Santana com 62 m², 2 quartos, 1 suíte, 2 vagas;2;2;R$ 930; R$ 19,17 ;62;R$ 9.516;   Santana         
R$ 380.000; URPTKU;São Paulo;Rua Benedito Fernandes;Apartamento à venda em Santo Amaro com 65 m², 2 quartos, 1 vaga;1;2;R$ 500; R$ -   ;65;R$ 5.846;   Santo Amaro         
R$ 560.000; RXJM52;São Paulo;Rua Manuel Cherem;Apartamento à venda em Jabaquara com 62 m², 3 quartos, 1 suíte, 1 vaga;1;2;R$ 755; R$ 4,00 ;62;R$ 9.032;   Jabaquara       
R$ 318.000; DJMUNG;São Paulo;Rua José Maria Pinto Zilli;Apartamento à venda em Campo Limpo com 64 m², 3 quartos, 1 vaga;1;1;R$ 575; R$ 0,08 ;64;R$ 4.969;   Campo Limpo       
R$ 369.000; 1A0XXUQ;São Paulo;Avenida Miguel Yunes;Apartamento à venda em Campo Grande com 42 m², 2 quartos;1;1;R$ 272; R$ 8,33 ;42;R$ 8.786;   Campo Grande         
R$ 625.000; 1BLNR59;São Paulo;Rua Aibi;Apartamento à venda em Vila Romana com 71 m², 2 quartos, 1 vaga;1;1;R$ 825; R$ -   ;71;R$ 8.803;   Vila Romana         
R$ 270.000; 1SJ1CS2;São Paulo;Rua Edith Junqueira de Azevedo Marques;Apartamento à venda em Campo Limpo com 33 m², 2 quartos;0;1;R$ 280; R$ 17,00 ;33;R$ 8.182;   Campo Limpo       
R$ 750.000; 11QQ1BC;São Paulo;Rua Fradique Coutinho;Apartamento à venda em Vila Madalena com 68 m², 2 quartos, 1 vaga;1;2;R$ 905; R$ -   ;68;R$ 11.029;   Vila Madalena         
R$ 570.000; 1VB8LB4;São Paulo;Rua Francisco Justino de Azevedo;Apartamento à venda em Liberdade com 69 m², 3 quartos, 1 suíte, 2 vagas;2;2;R$ 450; R$ 2,50 ;69;R$ 8.261;   Liberdade         
R$ 400.000; SS8BE0;São Paulo;Rua Dom Bernardo Nogueira;Apartamento à venda em Cursino com 60 m², 3 quartos, 1 vaga;1;1;R$ 930; R$ 104,17 ;60;R$ 6.667;   Cursino       
R$ 470.000; 1BYEQ0R;São Paulo;Avenida Gustavo Adolfo;Apartamento à venda em Vila Medeiros com 67 m², 3 quartos, 1 suíte, 1 vaga;1;1;R$ 550; R$ 0,08 ;67;R$ 7.015;   Vila Medeiros         
R$ 530.000; OT50DC;São Paulo;Rua Dom João V;Apartamento à venda em Lapa com 82 m², 2 quartos, 1 vaga;1;2;R$ 420; R$ -   ;82;R$ 6.463;   Lapa         
R$ 341.000; SQW8AH;São Paulo;Rua Padre João Gualberto;Apartamento à venda em Casa Verde com 50 m², 2 quartos, 1 vaga;1;1;R$ 450; R$ -   ;50;R$ 6.820;   Casa Verde         
R$ 535.000; 8IIV3F;São Paulo;Rua Jamanari;Apartamento à venda em Vila Andrade com 100 m², 3 quartos, 1 suíte, 2 vagas;2;3;R$ 1.700; R$ 325,33 ;100;R$ 5.350;   Vila Andrade         
R$ 435.000; 13TG5P0;São Paulo;Avenida Cipriano Rodrigues;Apartamento à venda em Vila Formosa com 62 m², 2 quartos, 1 vaga;1;1;R$ 418; R$ 51,92 ;62;R$ 7.016;   Vila Formosa       
R$ 511.000; 1PWINMV;São Paulo;Rua Doutor Luiz Migliano;Apartamento à venda em Vila Sônia com 75 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 800; R$ 166,67 ;75;R$ 6.813;   Vila Sônia       
R$ 1.060.000; W3YKE7;São Paulo;Rua Apiacás;Apartamento à venda em Perdizes com 92 m², 3 quartos, 1 suíte, 2 vagas;2;3;R$ 1.320; R$ 1,75 ;92;R$ 11.522;   Perdizes       
R$ 640.000; 2YC7GH;São Paulo;Rua Sebastião Paes;Apartamento à venda em Campo Belo com 85 m², 3 quartos, 1 suíte, 1 vaga;1;2;R$ 1.100; R$ 12,50 ;85;R$ 7.529;   Campo Belo         
R$ 249.000; 4KHQ5;São Paulo;Rua José Silva Alcântara Filho;Apartamento à venda em Ponte Rasa com 55 m², 2 quartos, 1 vaga;1;1;R$ 400; R$ -   ;55;R$ 4.527;   Ponte Rasa       
R$ 860.000; 1CXBE9;São Paulo;Rua Doutor Ivo Define Frasca;Apartamento à venda em Vila Olímpia com 52 m², 2 quartos, 1 vaga;1;1;R$ 893; R$ 146,00 ;52;R$ 16.538;   Vila Olímpia         
R$ 530.000; 18J7951;São Paulo;Rua Justo Azambuja;Apartamento à venda em Cambuci com 81 m², 2 quartos, 1 suíte, 1 vaga;1;3;R$ 850; R$ 63,33 ;81;R$ 6.543;   Cambuci       
R$ 705.000; 172TQB5;São Paulo;Rua Raul Pompéia;Apartamento à venda em Vila Romana com 61 m², 2 quartos, 1 suíte, 2 vagas;2;2;R$ 1.200; R$ 116,67 ;61;R$ 11.557;   Vila Romana         
R$ 490.000; 1SKEB6I;São Paulo;Avenida Dom Pedro I;Apartamento à venda em Ipiranga com 83 m², 2 quartos, 1 vaga;1;2;R$ 621; R$ 45,83 ;83;R$ 5.904;   Ipiranga         
R$ 586.000; N455FL;São Paulo;Avenida Júlio Buono;Apartamento à venda em Vila Medeiros com 63 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 550; R$ 18,33 ;63;R$ 9.302;   Vila Medeiros         
R$ 328.600; 5Z21RW;São Paulo;Rua Bartolomeo Bon;Apartamento à venda em Vila Sônia com 61 m², 3 quartos, 1 vaga;1;1;R$ 600; R$ 17,00 ;61;R$ 5.387;   Vila Sônia       
R$ 260.000; 127N7OO;São Paulo;Rua Alfredo Margária;Apartamento à venda em Freguesia do Ó com 57 m², 2 quartos, 1 vaga;1;1;R$ 350; R$ -   ;57;R$ 4.561;   Freguesia do Ó       
R$ 479.000; 48LXUJ;São Paulo;Rua Geraldo de Mendonça Mello;Apartamento à venda em Campo Grande com 69 m², 3 quartos, 1 suíte, 1 vaga;1;1;R$ 516; R$ 7,08 ;69;R$ 6.942;   Campo Grande         
R$ 300.000; 1H514X9;São Paulo;Rua Laranjal;Apartamento à venda em Sacomã com 56 m², 2 quartos, 1 vaga;1;1;R$ 550; R$ -   ;56;R$ 5.357;Sacomã
R$ 277.000; 2QJWEI;São Paulo;Rua Professor Arnaldo João Semeraro;Apartamento à venda em Sacomã com 48 m², 2 quartos, 1 vaga;1;1;R$ 360; R$ -   ;48;R$ 5.771;Sacomã
R$ 650.000; HC8REG;São Paulo;Rua Helvétia;Apartamento à venda em Campos Elísios com 54 m², 1 quarto, 2 vagas;2;1;R$ 550; R$ 170,00 ;54;R$ 12.037;   Campos Elísios     
R$ 360.000; YEKU65;São Paulo;Avenida Serafim Gonçalves Pereira;Apartamento à venda em Parque Novo Mundo com 57 m², 3 quartos, 1 vaga;1;1;R$ 580; R$ 8,00 ;57;R$ 6.316;   Parque Novo Mundo       
R$ 320.000; ZCCYQB;São Paulo;Rua Abagiba;Apartamento à venda em Sacomã com 49 m², 2 quartos, 1 vaga;1;1;R$ 600; R$ -   ;49;R$ 6.531;Sacomã
R$ 210.000; CHP7QR;São Paulo;Avenida Jacobus Baldi;Apartamento à venda em Jardim São Luís com 50 m², 2 quartos, 1 vaga;1;1;R$ 439; R$ -   ;50;R$ 4.200;   Jardim São Luís       
R$ 650.000; 1GEIBOM;São Paulo;Rua Doutor Olavo Egídio;Apartamento à venda em Santana com 60 m², 1 quarto, 1 vaga;1;2;R$ 500; R$ -   ;60;R$ 10.833;   Santana         
R$ 355.000; 14SFN0N;São Paulo;Rua Gutemberg;Apartamento à venda em Campo Belo com 68 m², 2 quartos, 1 vaga;1;2;R$ 750; R$ 75,00 ;68;R$ 5.221;   Campo Belo         
R$ 350.000; 1H66LSH;São Paulo;Rua Joaquim Afonso de Souza;Apartamento à venda em Limão com 52 m², 2 quartos, 1 vaga;1;1;R$ 670; R$ -   ;52;R$ 6.731;   Limão       
R$ 800.000; TD0GCJ;São Paulo;Rua Cônego José Norberto;Apartamento à venda em Cursino com 109 m², 2 quartos, 1 suíte, 2 vagas;2;3;R$ 1.200; R$ 320,00 ;109;R$ 7.339;   Cursino       
R$ 360.000; 1GIV3F0;São Paulo;Rua Itza;Apartamento à venda em Jaçanã com 54 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 450; R$ 200,00 ;54;R$ 6.667;   Jaçanã         
R$ 749.950; 1NO1ANT;São Paulo;Rua José Pereira de Carvalho;Apartamento à venda em Jaguaré com 102 m², 3 quartos, 2 suítes, 2 vagas;2;3;R$ 900; R$ 398,00 ;102;R$ 7.352;   Jaguaré       
R$ 583.000; 6O9UHW;São Paulo;Rua Doutor Teodoro Quartim Barbosa;Apartamento à venda em Rio Pequeno com 52 m², 2 quartos, 1 vaga;1;1;R$ 660; R$ 220,00 ;52;R$ 11.212;   Rio Pequeno       
R$ 303.999; DAV01V;São Paulo;Avenida Guapira;Apartamento à venda em Tucuruvi com 41 m², 2 quartos, 1 vaga;1;1;R$ 300; R$ -   ;41;R$ 7.415;   Tucuruvi         
R$ 372.000; 8Y3DHQ;São Paulo;Avenida Washington Luís;Apartamento à venda em Campo Belo com 40 m², 1 quarto, 1 vaga;1;1;R$ 807; R$ -   ;40;R$ 9.300;   Campo Belo         
R$ 800.000; 1PE978;São Paulo;Rua Sena Madureira;Apartamento à venda em Vila Clementino com 85 m², 3 quartos, 1 vaga;1;2;R$ 1.000; R$ 166,67 ;85;R$ 9.412;   Vila Clementino       
R$ 460.000; 8TPOGF;São Paulo;Rua Dona Ana Neri;Apartamento à venda em Cambuci com 59 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 500; R$ 7,50 ;59;R$ 7.797;   Cambuci       
R$ 350.000; T46YIZ;São Paulo;Rua da Glória;Apartamento à venda em Sé com 28 m², 1 quarto;0;1;R$ 300; R$ -   ;28;R$ 12.500;   Sé     
R$ 310.000; AJ6Z2C;São Paulo;Avenida Cangaíba;Apartamento à venda em Cangaíba com 60 m², 2 quartos, 1 suíte, 1 vaga;1;1;R$ 600; R$ -   ;60;R$ 5.167;   Cangaíba         
R$ 320.000; FGFZ0;São Paulo;Avenida Yervant Kissajikian;Apartamento à venda em Cidade Ademar com 48 m², 2 quartos, 1 vaga;1;1;R$ 425; R$ -   ;48;R$ 6.667;   Cidade Ademar       
R$ 570.000; 1TLPBL0;São Paulo;Rua Harmonia;Apartamento à venda em Vila Madalena com 68 m², 2 quartos, 1 vaga;1;2;R$ 945; R$ 1,00 ;68;R$ 8.382;   Vila Madalena         
R$ 384.500; BU2JEH;São Paulo;Rua Antônio Ribeiro de Morais;Apartamento à venda em Limão com 72 m², 3 quartos, 1 vaga;1;1;R$ 530; R$ -   ;72;R$ 5.340;   Limão       
R$ 280.000; QJWK2B;São Paulo;Rua Alencar Araripe;Apartamento à venda em Sacomã com 48 m², 2 quartos, 1 vaga;1;1;R$ 650; R$ -   ;48;R$ 5.833;Sacomã
R$ 650.000; Y1QMXV;São Paulo;Rua Vicentina Gomes;Apartamento à venda em Campo Grande com 80 m², 2 quartos, 2 suítes, 2 vagas;2;2;R$ 900; R$ 250,00 ;80;R$ 8.125;   Campo Grande         
R$ 600.000; ZPSORF;São Paulo;Avenida Júlio Buono;Apartamento à venda em Vila Medeiros com 60 m², 2 quartos, 1 suíte, 2 vagas;2;2;R$ 545; R$ 33,00 ;60;R$ 10.000;   Vila Medeiros         
R$ 290.000; 2L5HG2;São Paulo;Rua Areia do Rosário;Apartamento à venda em Jaçanã com 45 m², 2 quartos;0;1;R$ 299; R$ -   ;45;R$ 6.444;   Jaçanã         
R$ 400.000; 1XT97T9;São Paulo;Rua Guapuã;Apartamento à venda em Bosque da Saúde com 57 m², 2 quartos, 1 vaga;1;1;R$ 515; R$ 72,08 ;57;R$ 7.018;   Bosque da Saúde         
R$ 1.150.000; 1NZZBUU;São Paulo;Rua Bragança Paulista;Apartamento à venda em Santo Amaro com 105 m², 3 quartos, 1 suíte, 2 vagas;2;3;R$ 870; R$ 274,17 ;105;R$ 10.952;   Santo Amaro         
R$ 324.000; SL2KVL;São Paulo;Avenida Antônio de Souza Noschese;Apartamento à venda em Jaguaré com 55 m², 2 quartos, 1 vaga;1;1;R$ 414; R$ -   ;55;R$ 5.891;   Jaguaré       
R$ 330.000; QUIQXS;São Paulo;Rua Belchior de Ordas;Apartamento à venda em Vila Maria com 65 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 600; R$ 1,00 ;65;R$ 5.077;   Vila Maria         
R$ 975.000; 1WCEKKC;São Paulo;Rua Domingos Fasolari;Apartamento à venda em Casa Verde com 110 m², 2 quartos, 2 suítes, 2 vagas;2;3;R$ 980; R$ 23,00 ;110;R$ 8.864;   Casa Verde         
R$ 355.000; HY19BO;São Paulo;Rua José Ferreira de Castro;Apartamento à venda em Cachoeirinha com 67 m², 3 quartos, 1 suíte, 1 vaga;1;2;R$ 516; R$ 7,42 ;67;R$ 5.299;   Cachoeirinha         
R$ 380.000; FE09B0;São Paulo;Rua Parnamirim;Apartamento à venda em Jaguaré com 61 m², 3 quartos, 1 vaga;1;2;R$ 530; R$ -   ;61;R$ 6.230;   Jaguaré       
R$ 515.000; 1NDFJYC;São Paulo;Rua Doutor Djalma Pinheiro Franco;Apartamento à venda em Jabaquara com 64 m², 3 quartos, 1 suíte, 1 vaga;1;2;R$ 447; R$ 54,00 ;64;R$ 8.047;   Jabaquara       
R$ 850.000; TNAPS4;São Paulo;Rua Joinville;Apartamento à venda em Paraíso com 110 m², 3 quartos, 1 suíte, 1 vaga;1;3;R$ 1.195; R$ 9,00 ;110;R$ 7.727;   Paraíso         
R$ 690.000; 1QZB69Z;São Paulo;Rua Samia Haddad;Apartamento à venda em Vila Andrade com 87 m², 1 quarto, 1 suíte, 2 vagas;2;2;R$ 1.300; R$ 360,00 ;87;R$ 7.931;   Vila Andrade         
R$ 750.000; TTINHY;São Paulo;Rua Croata;Apartamento à venda em Vila Romana com 66 m², 2 quartos, 1 suíte, 2 vagas;2;2;R$ 838; R$ 292,00 ;66;R$ 11.364;   Vila Romana         
R$ 310.000; 8BNT0E;São Paulo;Rua Eugênio de Freitas;Apartamento à venda em Vila Guilherme com 48 m², 2 quartos, 1 vaga;1;1;R$ 410; R$ -   ;48;R$ 6.458;   Vila Guilherme       
R$ 1.140.000; 181G291;São Paulo;Rua Coronel Melo de Oliveira;Apartamento à venda em Perdizes com 85 m², 3 quartos, 1 suíte, 2 vagas;2;4;R$ 1.013; R$ 33,25 ;85;R$ 13.412;   Perdizes       
R$ 330.000; 1N4MAWV;São Paulo;Rua Doutor Mauro Paes de Almeida;Apartamento à venda em Socorro com 54 m², 2 quartos, 1 vaga;1;1;R$ 500; R$ -   ;54;R$ 6.111;   Socorro       
R$ 550.000; 1CNYXDR;São Paulo;Rua Brentano;Apartamento à venda em Alto da Lapa com 75 m², 2 quartos, 1 vaga;1;1;R$ 750; R$ 35,00 ;75;R$ 7.333;   Alto da Lapa       
R$ 236.387; 5YUDH3;São Paulo;Rua Rui de Morais Apocalipse;Apartamento à venda em Brasilândia com 50 m², 2 quartos, 1 vaga;1;1;R$ 400; R$ 8,67 ;50;R$ 4.728;   Brasilândia       
R$ 265.000; 1V0D4SV;São Paulo;Rua Gregório Allegri;Apartamento à venda em Jardim São Luís com 54 m², 2 quartos, 1 vaga;1;1;R$ 383; R$ -   ;54;R$ 4.907;   Jardim São Luís       
R$ 299.000; FP6FYJ;São Paulo;Rua José de Figueiredo Seixas;Apartamento à venda em Cachoeirinha com 50 m², 2 quartos, 1 vaga;1;1;R$ 587; R$ -   ;50;R$ 5.980;   Cachoeirinha       
R$ 800.000; 18NYUM7;São Paulo;Avenida Brigadeiro Luís Antônio;Apartamento à venda em Paraíso com 76 m², 2 quartos, 1 vaga;1;2;R$ 1.043; R$ 83,33 ;76;R$ 10.526;   Paraíso         
R$ 397.771; 4USH5H;São Paulo;Rua Piauí;Apartamento à venda em Bela Vista com 51 m², 1 quarto, 1 suíte;0;1;R$ 720; R$ -   ;51;R$ 7.799;   Bela Vista         
R$ 1.055.000; 1CMHBLN;São Paulo;Rua Doutor Veiga Filho;Apartamento à venda em Higienópolis com 77 m², 2 quartos, 1 suíte, 1 vaga;1;4;R$ 973; R$ 7,75 ;77;R$ 13.701;   Higienópolis       
R$ 320.000; VU8CIM;São Paulo;Rua José Soriano de Sousa;Apartamento à venda em Limão com 62 m², 2 quartos, 1 vaga;1;1;R$ 525; R$ 7,67 ;62;R$ 5.161;   Limão       
R$ 340.000; SCP1LX;São Paulo;Rua Eugênio Lorenzetti;Apartamento à venda em Pirituba com 55 m², 2 quartos, 1 vaga;1;1;R$ 500; R$ -   ;55;R$ 6.182;   Pirituba         
R$ 409.000; 2FWMZ4;São Paulo;Rua Alegria;Apartamento à venda em Brás com 40 m², 1 quarto, 1 vaga;1;1;R$ 380; R$ 1,00 ;40;R$ 10.225;   Brás         
R$ 370.450; 1T0SFSQ;São Paulo;Rua Alba;Apartamento à venda em Jabaquara com 49 m², 2 quartos, 1 vaga;1;1;R$ 450; R$ -   ;49;R$ 7.560;   Jabaquara       
R$ 317.000; Q99INE;São Paulo;Rua Anhangüera;Apartamento à venda em Bom Retiro com 61 m², 1 quarto;1;1;R$ 411; R$ -   ;61;R$ 5.197;   Bom Retiro       
R$ 680.000; 8QZ286;São Paulo;Rua dos Americanos;Apartamento à venda em Bom Retiro com 57 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 740; R$ 107,50 ;57;R$ 11.930;   Bom Retiro       
R$ 600.000; 5KVB0Y;São Paulo;Rua Cerro Corá;Apartamento à venda em Vila Romana com 72 m², 2 quartos, 1 vaga;1;2;R$ 1.150; R$ 12,17 ;72;R$ 8.333;   Vila Romana         
R$ 490.000; JSJYGA;São Paulo;Rua Padre Luís Roth;Apartamento à venda em Vila Sônia com 58 m², 2 quartos, 1 vaga;1;1;R$ 877; R$ 145,58 ;58;R$ 8.448;   Vila Sônia       
R$ 790.000; 1CNEMXI;São Paulo;Rua Brigadeiro Galvão;Apartamento à venda em Santa Cecília com 67 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 720; R$ 112,50 ;67;R$ 11.791;   Santa Cecília       
R$ 554.900; 1TQVHAR;São Paulo;Rua José Benedito Salinas;Apartamento à venda em Jardim Marajoara com 65 m², 2 quartos, 1 vaga;1;2;R$ 705; R$ -   ;65;R$ 8.537;   Jardim Marajoara       
R$ 320.000; 1I3A4D5;São Paulo;Rua Filipe Neri Teixeira;Apartamento à venda em Jardim São Luís com 61 m², 2 quartos, 1 suíte, 1 vaga;1;1;R$ 470; R$ -   ;61;R$ 5.246;   Jardim São Luís         
R$ 430.000; 14HY210;São Paulo;Rua Balsa;Apartamento à venda em Freguesia do Ó com 56 m², 2 quartos, 1 vaga;1;1;R$ 311; R$ -   ;56;R$ 7.679;   Freguesia do Ó       
R$ 460.000; 1OCGEIO;São Paulo;Avenida Albert Bartholome;Apartamento à venda em Vila Sônia com 60 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 400; R$ 30,00 ;60;R$ 7.667;   Vila Sônia       
R$ 1.100.000; GAZTGE;São Paulo;Rua Funchal;Apartamento à venda em Brooklin com 64 m², 1 quarto, 1 suíte, 1 vaga;1;1;R$ 1.410; R$ 29,00 ;64;R$ 17.188;   Brooklin         
R$ 399.620; QXY7YI;São Paulo;Avenida Amador Aguiar;Apartamento à venda em Jaraguá com 51 m², 2 quartos, 1 vaga;1;1;R$ 490; R$ -   ;51;R$ 7.836;   Jaraguá       
R$ 339.000; 104A70U;São Paulo;Avenida Guarapiranga;Apartamento à venda em Jardim Ângela com 51 m², 2 quartos, 1 vaga;1;1;R$ 488; R$ 50,00 ;51;R$ 6.647;   Jardim Ângela       
R$ 630.000; 1LU3J9V;São Paulo;Avenida Pompéia;Apartamento à venda em Perdizes com 84 m², 2 quartos, 1 vaga;1;2;R$ 700; R$ 3,08 ;84;R$ 7.500;   Perdizes       
R$ 530.000; 12UZX8G;São Paulo;Avenida Casa Verde;Apartamento à venda em Casa Verde com 62 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 750; R$ 35,00 ;62;R$ 8.548;   Casa Verde         
R$ 600.000; T23U0;São Paulo;Rua Itamatai;Apartamento à venda em Vila Andrade com 75 m², 3 quartos, 1 suíte, 2 vagas;2;2;R$ 1.200; R$ 10,00 ;75;R$ 8.000;   Vila Andrade         
R$ 450.000; CHAT1N;São Paulo;Largo do Arouche;Apartamento à venda em República com 75 m², 1 quarto;0;1;R$ 390; R$ -   ;75;R$ 6.000;   República         
R$ 240.000; G70B6U;São Paulo;Rua Cláudio Milano;Apartamento à venda em Jardim Ângela com 60 m², 2 quartos, 1 vaga;0;1;R$ 350; R$ -   ;60;R$ 4.000;   Jardim Ângela       
R$ 450.000; EBUEF8;São Paulo;Avenida Duque de Caxias;Apartamento à venda em Campos Elísios com 36 m², 1 quarto, 1 vaga;1;1;R$ 600; R$ 1.863,00 ;36;R$ 12.500;   Campos Elísios     
R$ 640.000; PYI8GD;São Paulo;Rua Ibitinga;Apartamento à venda em Água Rasa com 70 m², 2 quartos, 1 suíte, 2 vagas;2;1;R$ 650; R$ 16,00 ;70;R$ 9.143;   Água Rasa       
R$ 580.000; IVCXEQ;São Paulo;Rua Doutor Luiz Migliano;Apartamento à venda em Vila Sônia com 65 m², 2 quartos, 1 suíte, 1 vaga;1;2;R$ 650; R$ 54,00 ;65;R$ 8.923;   Vila Sônia       
R$ 530.000; 1GGA3ZH;São Paulo;Avenida Mascote;Apartamento à venda em Jabaquara com 41 m², 1 quarto, 1 vaga;1;1;R$ 280; R$ 300,00 ;41;R$ 12.927;   Jabaquara       
R$ 600.000; 12AOFCI;São Paulo;Rua Paulo Sérgio de Macedo;Apartamento à venda em Vila Sônia com 79 m², 3 quartos, 1 suíte, 2 vagas;2;3;R$ 900; R$ 223,00 ;79;R$ 7.595;   Vila Sônia       
R$ 276.900; MNWOFY;São Paulo;Rua Martinho do Amaral;Apartamento à venda em São Domingos com 50 m², 3 quartos;1;1;R$ 470; R$ -   ;50;R$ 5.538;   São Domingos       
R$ 430.000; 1M9YJDC;São Paulo;Rua Itaiteva;Apartamento à venda em Vila Andrade com 58 m², 1 quarto, 1 suíte, 2 vagas;2;2;R$ 597; R$ 17,00 ;58;R$ 7.414;   Vila Andrade         
R$ 360.000; 2YO6RR;São Paulo;Rua Osiris Magalhães de Almeida;Apartamento à venda em Vila Sônia com 71 m², 2 quartos, 1 vaga;1;1;R$ 806; R$ 2,50 ;71;R$ 5.070;   Vila Sônia       
R$ 490.000; 1M43ZMQ;São Paulo;Rua Almirante Marques Leão;Apartamento à venda em Bela Vista com 50 m², 1 quarto, 1 suíte, 2 vagas;2;1;R$ 900; R$ 9,17 ;50;R$ 9.800;   Bela Vista         
R$ 232.140; 1A6HJ35;São Paulo;Rua José Correia Lima;Apartamento à venda em Pirituba com 51 m², 1 vaga;1;1;R$ 347; R$ -   ;51;R$ 4.552;   Pirituba         
R$ 954.000; 137SFFV;São Paulo;Rua José Ramon Urtiza;Apartamento à venda em Vila Andrade com 121 m², 3 quartos, 2 vagas;2;2;R$ 1.300; R$ 450,00 ;121;R$ 7.884;   Vila Andrade         
R$ 519.400; NVR46X;São Paulo;Avenida Dória;Apartamento à venda em Campo Belo com 52 m², 2 quartos, 2 vagas;2;1;R$ 705; R$ 218,00 ;52;R$ 9.988;   Campo Belo         
R$ 470.000; 1G3ROMP;São Paulo;Rua Barão de Tatuí;Apartamento à venda em Campos Elísios com 52 m², 1 quarto, 1 vaga;1;1;R$ 680; R$ 58,00 ;52;R$ 9.038;   Campos Elísios     
R$ 777.000; 178TRUX;São Paulo;Avenida Professor Francisco Morato;Apartamento à venda em Vila Sônia com 80 m², 2 quartos, 2 suítes, 1 vaga;1;3;R$ 487; R$ 44,42 ;80;R$ 9.713;   Vila Sônia       
R$ 370.000; U5TUOP;São Paulo;Rua João Simões de Souza;Apartamento à venda em Vila Andrade com 48 m², 2 quartos, 1 vaga;1;1;R$ 376; R$ 95,00 ;48;R$ 7.708;   Vila Andrade         
R$ 583.000; PR8GTG;São Paulo;Rua Paula Ney;Apartamento à venda em Aclimação com 28 m²;0;1;R$ 460; R$ -   ;28;R$ 20.821;   Aclimação         
